"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"KB","KB Financial Group Inc","28.81","$11.23B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/kb",
"KBH","KB Home","31.91","$3.12B","1986","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/kbh",
"KBR","KBR, Inc.","24.78","$3.53B","2006","Basic Industries","Military/Government/Technical","https://old.nasdaq.com/symbol/kbr",
"K","Kellogg Company","63.59","$21.79B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/k",
"KEM","Kemet Corporation","27.21","$1.59B","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/kem",
"KMPR","Kemper Corporation","65.73","$4.29B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/kmpr",
"KMT","Kennametal Inc.","27.8","$2.31B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/kmt",
"KW","Kennedy-Wilson Holdings Inc.","16.04","$2.3B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/kw",
"KEN","Kenon Holdings Ltd.","20.93","$1.13B","2015","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ken",
"KDP","Keurig Dr Pepper Inc.","28.12","$39.57B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/kdp",
"KEY","KeyCorp","13.22","$12.89B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/key",
"KEY^I","KeyCorp","25.85","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/key^i",
"KEY^J","KeyCorp","25.29","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/key^j",
"KEY^K","KeyCorp","25.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/key^k",
"KEYS","Keysight Technologies Inc.","95.67","$17.89B","2014","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/keys",
"KRC","Kilroy Realty Corporation","63.2","$7.27B","1997","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/krc",
"KRP","Kimbell Royalty Partners","8.94","$534.53M","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/krp",
"KMB","Kimberly-Clark Corporation","135.94","$46.29B","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/kmb",
"KIM","Kimco Realty Corporation","13.76","$5.95B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/kim",
"KIM^L","Kimco Realty Corporation","23.83","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kim^l",
"KIM^M","Kimco Realty Corporation","24.35","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kim^m",
"KMI","Kinder Morgan, Inc.","15.5","$35.06B","2011","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/kmi",
"KFS","Kingsway Financial Services, Inc.","2.18","$50.05M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/kfs",
"KGC","Kinross Gold Corporation","6.19","$7.78B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/kgc",
"KEX","Kirby Corporation","53.89","$3.24B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/kex",
"KL","Kirkland Lake Gold Ltd.","36.74","$10.19B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/kl",
"KRG","Kite Realty Group Trust","12.02","$1.01B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/krg",
"KKR","KKR & Co. Inc.","29.15","$24.64B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/kkr",
"KKR^A","KKR & Co. Inc.","25.66","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kkr^a",
"KKR^B","KKR & Co. Inc.","25.71","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kkr^b",
"KIO","KKR Income Opportunities Fund","12.41","$252.42M","2013","n/a","n/a","https://old.nasdaq.com/symbol/kio",
"KREF","KKR Real Estate Finance Trust Inc.","16.91","$931.56M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/kref",
"KNX","Knight Transportation, Inc.","38.97","$6.62B","2017","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/knx",
"KNL","Knoll, Inc.","12.04","$609.8M","2004","Consumer Durables","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/knl",
"KNOP","KNOT Offshore Partners LP","14.94","$488.45M","2013","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/knop",
"KN","Knowles Corporation","15.55","$1.42B","2014","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/kn",
"KSS","Kohl&#39;s Corporation","23.22","$3.66B","1992","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/kss",
"PHG","Koninklijke Philips N.V.","45.22","$40.55B","n/a","Energy","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/phg",
"KTB","Kontoor Brands, Inc.","18.94","$1.08B","2019","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ktb",
"KOP","Koppers Holdings Inc.","17.27","$362.35M","2006","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/kop",
"KEP","Korea Electric Power Corporation","8.8","$11.3B","1994","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/kep",
"KF","Korea Fund, Inc. ","26.41","$133.93M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kf",
"KFY","Korn Ferry ","29.52","$1.62B","1999","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/kfy",
"KOS","Kosmos Energy Ltd.","2.2","$891.42M","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/kos",
"KRA","Kraton Corporation","15.99","$509.35M","2009","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/kra",
"KR","Kroger Company ","32.26","$25.36B","n/a","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/kr",
"KRO","Kronos Worldwide Inc","9.66","$1.12B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/kro",
"KT","KT Corporation","9.71","$4.76B","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/kt",
"LB","L Brands, Inc.","15.65","$4.35B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/lb",
"SCX","L.S. Starrett Company ","3.43","$23.9M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/scx",
"LHX","L3Harris Technologies, Inc.","193.15","$41.7B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lhx",
"LH","Laboratory Corporation of America Holdings","167.73","$16.3B","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/lh",
"LADR","Ladder Capital Corp","8.23","$991.69M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ladr",
"LAIX","LAIX Inc.","2.808","$138.75M","2018","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/laix",
"LW","Lamb Weston Holdings, Inc.","64.97","$9.49B","2016","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lw",
"LCI","Lannett Co Inc","7.26","$292.95M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lci",
"LPI","Laredo Petroleum, Inc.","18.63","$11.15M","2011","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/lpi",
"LVS","Las Vegas Sands Corp.","49.87","$38.09B","2004","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/lvs",
"LGI","Lazard Global Total Return and Income Fund","13.79","$179.42M","2004","n/a","n/a","https://old.nasdaq.com/symbol/lgi",
"LAZ","Lazard Ltd.","28.52","$2.98B","2005","Finance","Investment Managers","https://old.nasdaq.com/symbol/laz",
"LZB","La-Z-Boy Incorporated","27.05","$1.25B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/lzb",
"LCII","LCI Industries ","111.25","$2.8B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/lcii",
"LEAF","Leaf Group Ltd.","2.75","$73.45M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/leaf",
"LEA","Lear Corporation","110.29","$6.61B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/lea",
"LEE","Lee Enterprises, Incorporated","1.15","$66.86M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/lee",
"LGC","Legacy Acquisition Corp.","10.4301","$383.88M","2017","Technology","Advertising","https://old.nasdaq.com/symbol/lgc",
"LGC.U","Legacy Acquisition Corp.","n/a","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/lgc.u",
"LGC.WS","Legacy Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lgc.ws",
"LM","Legg Mason, Inc.","49.88","$4.44B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/lm",
"LMHA","Legg Mason, Inc.","25.7","n/a","2016","Finance","Investment Managers","https://old.nasdaq.com/symbol/lmha",
"LMHB","Legg Mason, Inc.","25.03","n/a","2016","Finance","Investment Managers","https://old.nasdaq.com/symbol/lmhb",
"LEG","Leggett & Platt, Incorporated","32.82","$4.34B","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/leg",
"JBK","Lehman ABS Corporation","29.8","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jbk",
"KTH","Lehman ABS Corporation","31.99","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/kth",
"KTN","Lehman ABS Corporation","31.85","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/ktn",
"LDOS","Leidos Holdings, Inc.","98.91","$14.05B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ldos",
"LEJU","Leju Holdings Limited","1.83","$248.46M","2014","Finance","Real Estate","https://old.nasdaq.com/symbol/leju",
"LC","LendingClub Corporation","5.39","$376.6M","2014","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lc",
"LEN","Lennar Corporation","59.25","$18.5B","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/len",
"LEN.B","Lennar Corporation","n/a","n/a","n/a","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/len.b",
"LII","Lennox International, Inc.","218.99","$8.38B","1999","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lii",
"LHC","Leo Holdings Corp.","10.35","$251.64M","2018","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/lhc",
"LHC.U","Leo Holdings Corp.","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/lhc.u",
"LHC.WS","Leo Holdings Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lhc.ws",
"LEVI","Levi Strauss & Co","13.79","$5.46B","2019","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/levi",
"LXP","Lexington Realty Trust","10.24","$2.83B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lxp",
"LXP^C","Lexington Realty Trust","52.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lxp^c",
"LPL","LG Display Co., Ltd.","4.98","$3.56B","2004","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lpl",
"DFNS","LGL Systems Acquisition Corp.","9.8","$211.31M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/dfns",
"DFNS.U","LGL Systems Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dfns.u",
"DFNS.WS","LGL Systems Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dfns.ws",
"USA","Liberty All-Star Equity Fund","5.59","$1.17B","1986","n/a","n/a","https://old.nasdaq.com/symbol/usa",
"ASG","Liberty All-Star Growth Fund, Inc.","5.86","$222.78M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/asg",
"LBRT","Liberty Oilfield Services Inc.","5.95","$671.96M","2018","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/lbrt",
"LSI","Life Storage, Inc.","96.45","$4.52B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/lsi",
"LITB","LightInTheBox Holding Co., Ltd.","0.8","$89.42M","2013","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/litb",
"LNC","Lincoln National Corporation","40.68","$7.86B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/lnc",
"LIN","Linde plc","201.94","$106.06B","2018","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lin",
"LNN","Lindsay Corporation","89.34","$967.98M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lnn",
"LN","LINE Corporation","49.99","$11.99B","2016","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ln",
"LINX","Linx S.A.","3.75","$666.9M","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/linx",
"LGF.A","Lions Gate Entertainment Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lgf.a",
"LGF.B","Lions Gate Entertainment Corporation","n/a","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/lgf.b",
"LAD","Lithia Motors, Inc.","127.66","$2.91B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/lad",
"LAC","Lithium Americas Corp.","4.15","$373.67M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/lac",
"LYV","Live Nation Entertainment, Inc.","49.12","$10.57B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/lyv",
"LOAK","Live Oak Acquisition Corp.","9.63","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/loak",
"LOAK.U","Live Oak Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/loak.u",
"LOAK.WS","Live Oak Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/loak.ws",
"LTHM","Livent Corporation","7.7","$1.13B","2018","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lthm",
"RAMP","LiveRamp Holdings, Inc.","41.46","$2.66B","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/ramp",
"LYG","Lloyds Banking Group Plc","1.57","$27.77B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/lyg",
"SCD","LMP Capital and Income Fund Inc.","10.3","$185.23M","2004","n/a","n/a","https://old.nasdaq.com/symbol/scd",
"LMT","Lockheed Martin Corporation","381.87","$107.09B","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/lmt",
"L","Loews Corporation","33.02","$9.29B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/l",
"LOMA","Loma Negra Compania Industrial Argentina Sociedad Anonima","4.58","$545.96M","2017","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/loma",
"LGVW.U","Longview Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/lgvw.u",
"LPX","Louisiana-Pacific Corporation","23.03","$2.58B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/lpx",
"LOW","Lowe&#39;s Companies, Inc.","126.05","$95.17B","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/low",
"LXU","Lsb Industries Inc.","1.29","$37.8M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lxu",
"LTC","LTC Properties, Inc.","37.62","$1.48B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/ltc",
"LUB","Luby&#39;s, Inc.","1.45","$44.22M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/lub",
"LL","Lumber Liquidators Holdings, Inc","11.08","$319.27M","2007","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/ll",
"LXFR","Luxfer Holdings PLC","13.84","$396.48M","2012","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lxfr",
"LDL","Lydall, Inc.","14.06","$248.79M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/ldl",
"LYB","LyondellBasell Industries NV","66.61","$22.22B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/lyb",
"MTB","M&T Bank Corporation","108.96","$13.98B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mtb",
"MDC","M.D.C. Holdings, Inc.","33.05","$2.08B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mdc",
"MHO","M/I Homes, Inc.","34.25","$976.92M","1993","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mho",
"MAC","Macerich Company ","9.76","$1.38B","1994","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mac",
"CLI","Mack-Cali Realty Corporation","16.45","$1.49B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cli",
"MFD","Macquarie First Trust Global","7.93","$67.78M","2004","n/a","n/a","https://old.nasdaq.com/symbol/mfd",
"MGU","Macquarie Global Infrastructure Total Return Fund Inc.","18.19","$226.8M","2005","n/a","n/a","https://old.nasdaq.com/symbol/mgu",
"MIC","Macquarie Infrastructure Corporation ","30.05","$2.61B","2004","Energy","Oil Refining/Marketing","https://old.nasdaq.com/symbol/mic",
"BMA","Macro Bank Inc.","21.54","$1.38B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/bma",
"M","Macy&#39;s Inc","7.3","$2.26B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/m",
"MCN","Madison Covered Call & Equity Strategy Fund","5.77","$120.86M","2004","n/a","n/a","https://old.nasdaq.com/symbol/mcn",
"MSGE","Madison Square Garden Entertainment Corp.","74.87","$1.8B","2020","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/msge",
"MSGS","Madison Square Garden Sports Corp.","163.66","$3.93B","2015","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/msgs",
"MMP","Magellan Midstream Partners L.P.","43.56","$9.8B","n/a","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/mmp",
"MGA","Magna International, Inc.","44.16","$13.18B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mga",
"MX","MagnaChip Semiconductor Corporation","11.14","$390.63M","2011","Technology","Semiconductors","https://old.nasdaq.com/symbol/mx",
"MGY","Magnolia Oil & Gas Corporation","6.24","$1.57B","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mgy",
"MH^A","Maiden Holdings, Ltd.","10.03","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mh^a",
"MH^C","Maiden Holdings, Ltd.","10","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mh^c",
"MH^D","Maiden Holdings, Ltd.","9.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mh^d",
"MHLA","Maiden Holdings, Ltd.","19.61","n/a","2016","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhla",
"MHNC","Maiden Holdings, Ltd.","21.67","n/a","2013","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mhnc",
"MAIN","Main Street Capital Corporation","33.13","$2.15B","2007","n/a","n/a","https://old.nasdaq.com/symbol/main",
"MMD","MainStay MacKay DefinedTerm Municipal Opportunitie","20.625","$570.15M","2012","n/a","n/a","https://old.nasdaq.com/symbol/mmd",
"MNK","Mallinckrodt plc","2.5","$211.14M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnk",
"MANU","Manchester United Ltd.","16.08","$2.65B","2012","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/manu",
"MTW","Manitowoc Company, Inc. ","10.63","$366.83M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/mtw",
"MN","Manning & Napier, Inc.","2.85","$46.38M","2011","Finance","Investment Managers","https://old.nasdaq.com/symbol/mn",
"MAN","ManpowerGroup","69.05","$4.01B","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/man",
"MFC","Manulife Financial Corp","13.82","$26.8B","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/mfc",
"MRO","Marathon Oil Corporation","6.58","$5.2B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mro",
"MPC","Marathon Petroleum Corporation","36.62","$23.81B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/mpc",
"MMI","Marcus & Millichap, Inc.","29.06","$1.14B","2013","Finance","Real Estate","https://old.nasdaq.com/symbol/mmi",
"MCS","Marcus Corporation ","15.36","$477.04M","n/a","Consumer Services","Movies/Entertainment","https://old.nasdaq.com/symbol/mcs",
"MPX","Marine Products Corporation","12.11","$411.41M","n/a","Capital Goods","Marine Transportation","https://old.nasdaq.com/symbol/mpx",
"HZO","MarineMax, Inc.","20.34","$436.8M","1998","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/hzo",
"MKL","Markel Corporation","949.95","$13.09B","1986","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mkl",
"VAC","Marriott Vacations Worldwide Corporation","89.17","$3.66B","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/vac",
"MMC","Marsh & McLennan Companies, Inc.","104.34","$52.81B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/mmc",
"MLM","Martin Marietta Materials, Inc.","197.05","$12.26B","1994","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/mlm",
"MAS","Masco Corporation","45.79","$12.08B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mas",
"DOOR","Masonite International Corporation","66.33","$1.62B","n/a","Basic Industries","Forest Products","https://old.nasdaq.com/symbol/door",
"MTZ","MasTec, Inc.","39.01","$2.88B","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/mtz",
"MA","Mastercard Incorporated","297.79","$298.9B","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ma",
"MTDR","Matador Resources Company","9.57","$1.12B","2012","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mtdr",
"MTRN","Materion Corporation","55.05","$1.12B","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mtrn",
"MATX","Matson, Inc.","29.71","$1.28B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/matx",
"MLP","Maui Land & Pineapple Company, Inc.","10.84","$209.73M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/mlp",
"MAXR","Maxar Technologies Inc.","14.89","$900.2M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/maxr",
"MMS","Maximus, Inc.","68.14","$4.18B","1997","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/mms",
"MXL","MaxLinear, Inc","18.9","$1.37B","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/mxl",
"MEC","Mayville Engineering Company, Inc.","7.4","$146.72M","2019","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/mec",
"MBI","MBIA, Inc.","7.18","$486.09M","1987","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mbi",
"MKC","McCormick & Company, Incorporated","166.54","$22.13B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/mkc",
"MKC.V","McCormick & Company, Incorporated","n/a","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/mkc.v",
"MCD","McDonald&#39;s Corporation","189.17","$140.66B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/mcd",
"MUX","McEwen Mining Inc.","0.91","$364.36M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/mux",
"MCK","McKesson Corporation","148.25","$23.99B","n/a","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/mck",
"MDU","MDU Resources Group, Inc.","20.93","$4.2B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/mdu",
"MTL","Mechel PAO","1.82","$504.15M","2004","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/mtl",
"MTL^","Mechel PAO","0.51","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mtl^",
"MDLA","Medallia, Inc.","26.01","$3.67B","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/mdla",
"MPW","Medical Properties Trust, Inc.","19.38","$10.24B","2005","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/mpw",
"MED","MEDIFAST INC","107.76","$1.27B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/med",
"MCC","Medley Capital Corporation","0.7907","$43.07M","2011","n/a","n/a","https://old.nasdaq.com/symbol/mcc",
"MCV","Medley Capital Corporation","21.67","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mcv",
"MCX","Medley Capital Corporation","23.57","n/a","2015","n/a","n/a","https://old.nasdaq.com/symbol/mcx",
"MDLQ","Medley LLC","5.515","n/a","2017","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdlq",
"MDLX","Medley LLC","5.01","n/a","2016","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdlx",
"MDLY","Medley Management Inc.","0.678","$22.11M","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/mdly",
"MD","Mednax, Inc","16.57","$1.42B","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/md",
"MDT","Medtronic plc","93.21","$124.92B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/mdt",
"MFAC","Megalith Financial Acquisition Corp.","10.635","$225.05M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/mfac",
"MFAC.U","Megalith Financial Acquisition Corp.","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/mfac.u",
"MFAC.WS","Megalith Financial Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mfac.ws",
"MRK","Merck & Company, Inc.","76.3","$192.59B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mrk",
"MCY","Mercury General Corporation","40.63","$2.25B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/mcy",
"MDP","Meredith Corporation","16.22","$736.21M","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/mdp",
"MTH","Meritage Corporation","70.21","$2.64B","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/mth",
"MTOR","Meritor, Inc.","19.99","$1.44B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mtor",
"MER^K","Merrill Lynch & Co., Inc.","25.86","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mer^k",
"MTR","Mesa Royalty Trust","5.88","$10.96M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mtr",
"MSB","Mesabi Trust","18.28","$239.83M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/msb",
